*******************************************************************
Job name: 
Argument: Server Batch Job
Start Time: 2016-05-30 16:53:15Z
Login to SAP Success, The following is the login information:
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/729', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/730        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/730', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/731        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/731', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/732        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/732', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/733        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/733', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/734        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:54', N'953506', N'0', N'24', N'manager', N'14005CBH/734', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/735        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/735', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/736        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/736', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/737        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/737', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/738        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/738', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/739        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/739', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/740        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/740', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/741        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/741', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/742        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/742', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/743        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/743', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/744        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/744', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/745        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/745', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/746        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/746', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/747        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/747', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/748        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/748', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/749        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/749', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/750        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/750', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/751        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/751', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/752        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/752', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/753        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/753', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/754        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/754', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/755        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/755', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/756        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/756', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/757        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/757', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/758        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/758', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/759        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/759', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/760        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/760', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/761        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/761', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/762        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/762', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [14005CBH/763        ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:55', N'953506', N'0', N'24', N'manager', N'14005CBH/763', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
